index,budget,genres,homepage,id,keywords,original_language,original_title,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,cast,director,userId
81,180000000,Fantasy Adventure Action Family Romance,http://movies.disney.com/maleficent,102651,fairy tale villain sleeping beauty dark fantasy based on fairy tale,en,Maleficent,110.620647,28-05-2014,758539785,97,Released,Don't believe the fairy tale.,Maleficent,7,4496,Angelina Jolie Elle Fanning Sharlto Copley Sam Riley Juno Temple,Robert Stromberg,3
82,170000000,Science Fiction Action Drama Thriller,http://www.dawnofapes.com/,119450,leader colony post-apocalyptic dystopia forest,en,Dawn of the Planet of the Apes,243.791743,26-06-2014,710644566,130,Released,One last chance for peace.,Dawn of the Planet of the Apes,7.3,4410,Andy Serkis Jason Clarke Gary Oldman Keri Russell Toby Kebbell,Matt Reeves,20
83,27000000,Action Adventure Science Fiction Romance,,79698,,en,The Lovers,2.418535,13-02-2015,0,109,Released,Love is longer than life.,The Lovers,4.8,34,Josh Hartnett Simone Kessell Tamsin Egerton Alice Englert Bipasha Basu,Roland Joff\u00e9,37
84,175000000,Drama Action Adventure Fantasy,,64686,japan suicide samurai based on true story samurai sword,en,47 Ronin,41.796339,06-12-2013,150962475,119,Released,For courage. For loyalty. For honor.,47 Ronin,5.9,1326,Keanu Reeves Hiroyuki Sanada Kou Shibasaki Tadanobu Asano Min Tanaka,Carl Rinsch,10
85,170000000,Action Adventure Science Fiction,http://www.captainamericathewintersoldiermovie.com,100402,washington d.c. future shield marvel comic superhero,en,Captain America: The Winter Soldier,72.225265,20-03-2014,714766572,136,Released,In heroes we trust.,Captain America: The Winter Soldier,7.6,5764,Chris Evans Samuel L. Jackson Scarlett Johansson Robert Redford Sebastian Stan,Anthony Russo,34
86,165000000,Comedy Adventure Fantasy Animation Family,http://www.shrekforeverafter.com/,10192,ogre 3d,en,Shrek Forever After,44.041186,16-05-2010,752600867,93,Released,It ain't Ogre... Til it's Ogre,Shrek Forever After,6,1959,Mike Myers Eddie Murphy Cameron Diaz Antonio Banderas Julie Andrews,Mike Mitchell,user_x
87,190000000,Adventure Family Mystery Science Fiction,http://movies.disney.com/tomorrowland,158852,inventor apocalypse destiny imax dreamer,en,Tomorrowland,130.311355,19-05-2015,209154322,130,Released,Imagine a world where nothing is impossible.,Tomorrowland,6.2,2846,Britt Robertson George Clooney Raffey Cassidy Thomas Robinson Hugh Laurie,Brad Bird,34
88,165000000,Adventure Family Animation Action Comedy,http://movies.disney.com/big-hero-6,177572,brother brother relationship hero talent revenge best friend,en,Big Hero 6,203.73459,24-10-2014,652105443,102,Released,From the creators of Wreck-it Ralph and Frozen,Big Hero 6,7.8,6135,Scott Adsit Ryan Potter Daniel Henney T.J. Miller Jamie Chung,Chris Williams,19
89,165000000,Family Animation Comedy Adventure,http://disney.go.com/wreck-it-ralph,82690,support group product placement bullying racing arcade,en,Wreck-It Ralph,62.341073,01-11-2012,471222889,108,Released,The story of a regular guy just looking for a little wreck-ognition.,Wreck-It Ralph,7.1,4570,John C. Reilly Sarah Silverman Jack McBrayer Jane Lynch Alan Tudyk,Rich Moore,32
90,165000000,Adventure Animation Family Fantasy,,5255,santa claus nerd faith gift bell,en,The Polar Express,47.323228,10-11-2004,305875730,100,Released,This holiday season... believe.,The Polar Express,6.4,1474,Tom Hanks Michael Jeter Nona Gaye Peter Scolari Eddie Deezen,Robert Zemeckis,26
91,165000000,Action Adventure Science Fiction,http://www.warof1996.com,47933,alternate history alien invasion,en,Independence Day: Resurgence,48.775723,22-06-2016,389681935,120,Released,We had twenty years to prepare. So did they.,Independence Day: Resurgence,4.9,2491,Liam Hemsworth Jeff Goldblum Bill Pullman Maika Monroe Sela Ward,Roland Emmerich,36
92,165000000,Fantasy Adventure Animation Family,http://www.howtotrainyourdragon.com/,10191,flying blacksmith arena island night,en,How to Train Your Dragon,67.263269,05-03-2010,494878759,98,Released,One adventure will change two worlds,How to Train Your Dragon,7.5,4227,Jay Baruchel Gerard Butler Craig Ferguson America Ferrera Jonah Hill,Chris Sanders,16
93,200000000,Action Thriller Science Fiction,,296,saving the world artificial intelligence man vs machine cyborg killer robot,en,Terminator 3: Rise of the Machines,69.405188,02-07-2003,435000000,109,Released,The Machines Will Rise.,Terminator 3: Rise of the Machines,5.9,2143,Arnold Schwarzenegger Nick Stahl Claire Danes Kristanna Loken David Andrews,Jonathan Mostow,1
94,170000000,Action Science Fiction Adventure,http://marvel.com/guardians,118340,marvel comic spaceship space outer space orphan,en,Guardians of the Galaxy,481.098624,30-07-2014,773328629,121,Released,All heroes start somewhere.,Guardians of the Galaxy,7.9,9742,Chris Pratt Zoe Saldana Dave Bautista Vin Diesel Bradley Cooper,James Gunn,48
95,165000000,Adventure Drama Science Fiction,http://www.interstellarmovie.net/,157336,saving the world artificial intelligence father son relationship single parent nasa,en,Interstellar,724.247784,05-11-2014,675120017,169,Released,Mankind was born on Earth. It was never meant to die here.,Interstellar,8.1,10867,Matthew McConaughey Jessica Chastain Anne Hathaway Michael Caine Casey Affleck,Christopher Nolan,27
96,160000000,Action Thriller Science Fiction Mystery Adventure,http://inceptionmovie.warnerbros.com/,27205,loss of lover dream kidnapping sleep subconsciousness,en,Inception,167.58371,14-07-2010,825532764,148,Released,Your mind is the scene of the crime.,Inception,8.1,13752,Leonardo DiCaprio Joseph Gordon-Levitt Ellen Page Tom Hardy Ken Watanabe,Christopher Nolan,39
97,15000000,Action Adventure Drama Horror Science Fiction,,315011,monster godzilla giant monster destruction kaiju,ja,ã‚·ãƒ³ãƒ»ã‚´ã‚¸ãƒ©,9.476999,29-07-2016,77000000,120,Released,A god incarnate. A city doomed.,Shin Godzilla,6.5,143,Hiroki Hasegawa Yutaka Takenouchi Satomi Ishihara Kengo Kora Matsuo Satoru,Hideaki Anno,16
98,250000000,Adventure Fantasy Action,http://www.thehobbit.com/,49051,riddle elves dwarves orcs middle-earth (tolkien),en,The Hobbit: An Unexpected Journey,108.849621,26-11-2012,1021103568,169,Released,From the smallest beginnings come the greatest legends.,The Hobbit: An Unexpected Journey,7,8297,Ian McKellen Martin Freeman Richard Armitage Andy Serkis Cate Blanchett,Peter Jackson,9
99,38000000,Action Crime Thriller,,9799,street gang car race undercover auto-tuning los angeles,en,The Fast and the Furious,6.909942,22-06-2001,207283925,106,Released,Live life 1/4 mile at a time.,The Fast and the Furious,6.6,3428,Paul Walker Vin Diesel Michelle Rodriguez Jordana Brewster Rick Yune,Rob Cohen,12
100,150000000,Fantasy Drama Thriller Mystery Romance,http://www.benjaminbutton.com/,4922,diary navy funeral tea travel,en,The Curious Case of Benjamin Button,60.269279,24-11-2008,333932083,166,Released,"Life isn't measured in minutes, but in moments.",The Curious Case of Benjamin Button,7.3,3292,Cate Blanchett Brad Pitt Tilda Swinton Julia Ormond Elle Fanning,David Fincher,35
101,160000000,Action Science Fiction Adventure,http://www.x-menfirstclassmovie.com/,49538,cia mutant mine marvel comic superhero,en,X-Men: First Class,3.195174,24-05-2011,353624124,132,Released,Witness the moment that will change our world.,X-Men: First Class,7.1,5181,James McAvoy Michael Fassbender Jennifer Lawrence Kevin Bacon Rose Byrne,Matthew Vaughn,36
102,160000000,Action Adventure Science Fiction,http://www.thehungergames.movie/,131634,revolution strong woman dystopia game of death 3d,en,The Hunger Games: Mockingjay - Part 2,127.284427,18-11-2015,653428261,137,Released,The fire will burn forever.,The Hunger Games: Mockingjay - Part 2,6.6,3984,Jennifer Lawrence Josh Hutcherson Liam Hemsworth Woody Harrelson Elizabeth Banks,Francis Lawrence,25
103,150000000,Fantasy Adventure Action Comedy Drama,http://disney.go.com/disneypictures/sorcerersapprentice/,27022,witch fire wolf fountain magic,en,The Sorcerer's Apprentice,35.580815,13-07-2010,215283742,109,Released,It's The Coolest Job Ever.,The Sorcerer's Apprentice,5.8,1470,Nicolas Cage Jay Baruchel Monica Bellucci Alfred Molina Teresa Palmer,Jon Turteltaub,33
104,160000000,Adventure Action Drama Thriller,http://www2.warnerbros.com/poseidon/,503,new year's eve fire drowning cataclysm loss of father,en,Poseidon,21.133748,12-05-2006,181674817,99,Released,Mayday,Poseidon,5.5,583,Kurt Russell Richard Dreyfuss Josh Lucas Jacinda Barrett Emmy Rossum,Wolfgang Petersen,40
105,170000000,Fantasy,http://movies.disney.com/alice-through-the-looking-glass,241259,based on novel clock queen sequel alice in wonderland,en,Alice Through the Looking Glass,56.268916,25-05-2016,299370084,113,Released,It's time for a little madness.,Alice Through the Looking Glass,6.5,1725,Johnny Depp Mia Wasikowska Anne Hathaway Helena Bonham Carter Alan Rickman,James Bobin,49
106,160000000,Fantasy Adventure Animation Comedy Family,http://www.shrekthethird.com/flash/index.html,810,ambush sadness stage liberation of prisoners island,en,Shrek the Third,42.986467,17-05-2007,798958165,93,Released,Who's ready for Thirds?,Shrek the Third,6,2278,Mike Myers Eddie Murphy Cameron Diaz Julie Andrews Antonio Banderas,Chris Miller,49
107,160000000,Action Adventure Fantasy,http://www.warcraft-themovie.com/,68735,video game elves orcs magic chase,en,Warcraft,63.148529,25-05-2016,433677183,123,Released,Two worlds. One home.,Warcraft,6.3,2268,Paula Patton Travis Fimmel Ben Foster Robert Kazinsky Dominic Cooper,Duncan Jones,33
108,155000000,Science Fiction Action Thriller Adventure,http://www.terminatormovie.com/,87101,saving the world artificial intelligence cyborg killer robot future,en,Terminator Genisys,202.042635,23-06-2015,440603537,126,Released,Reset the future,Terminator Genisys,5.8,3631,Arnold Schwarzenegger Jason Clarke Emilia Clarke Jai Courtney J.K. Simmons,Alan Taylor,33
109,155000000,Adventure Family Fantasy,,10140,based on novel magic good vs evil king narnia,en,The Chronicles of Narnia: The Voyage of the Dawn Treader,49.661984,13-08-2010,415686217,113,Released,Return to magic. Return to hope. Return to Narnia.,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.2,1514,Skandar Keynes Georgie Henley Simon Pegg Gary Sweet Arthur Angel,Michael Apted,21
110,140000000,History Romance War,,676,nurse patriotism hawaii world war ii pilot,en,Pearl Harbor,34.20669,21-05-2001,449220945,183,Released,It takes a moment to change history. It takes love to change lives.,Pearl Harbor,6.6,1791,Ben Affleck Josh Hartnett Kate Beckinsale Cuba Gooding Jr. Jon Voight,Michael Bay,47
111,150000000,Adventure Science Fiction Action,http://www.transformersmovie.com/,1858,destroy transformation alien based on toy transformers,en,Transformers,25.468493,27-06-2007,709709780,144,Released,Their war. Our world.,Transformers,6.6,4040,Shia LaBeouf Josh Duhamel Megan Fox Rachael Taylor Tyrese Gibson,Michael Bay,28
112,155000000,War History Action Adventure Drama,,1966,aristotle egypt greece persia elephant,en,Alexander,39.019229,21-11-2004,167298192,175,Released,The greatest legend of all was real.,Alexander,5.6,927,Colin Farrell Angelina Jolie Val Kilmer Jared Leto Jonathan Rhys Meyers,Oliver Stone,47
113,150000000,Adventure Fantasy Family Mystery,http://www.harrypotterorderofthephoenix.com/,675,prophecy witch loss of lover magic cutting the cord,en,Harry Potter and the Order of the Phoenix,78.144395,28-06-2007,938212738,138,Released,Evil Must Be Confronted.,Harry Potter and the Order of the Phoenix,7.4,5494,Daniel Radcliffe Rupert Grint Emma Watson Michael Gambon Ralph Fiennes,David Yates,25
114,150000000,Adventure Fantasy Family,http://harrypotter.warnerbros.com/,674,magic dying and death broom sorcerer's apprentice school of witchcraft,en,Harry Potter and the Goblet of Fire,101.250416,05-11-2005,895921036,157,Released,Dark And Difficult Times Lie Ahead.,Harry Potter and the Goblet of Fire,7.5,5608,Daniel Radcliffe Rupert Grint Emma Watson Ralph Fiennes Michael Gambon,Mike Newell,47
115,150000000,Fantasy Action,http://www.sonypictures.com/movies/hancock/,8960,flying alcohol love of one's life forbidden love lovers,en,Hancock,56.758411,01-07-2008,624029371,92,Released,Bad Behavior. Bad Attitude. Real Hero.,Hancock,6.2,2961,Will Smith Charlize Theron Jason Bateman Jae Head Eddie Marsan,Peter Berg,50
116,150000000,Drama Horror Action Thriller Science Fiction,http://iamlegend.warnerbros.com/,6479,saving the world lost civilisation post-apocalyptic dystopia matter of life and death,en,I Am Legend,70.867401,14-12-2007,585349010,101,Released,The last man on Earth is not alone,I Am Legend,6.9,4853,Will Smith Alice Braga Charlie Tahan Salli Richardson-Whitfield Willow Smith,Francis Lawrence,18
117,150000000,Adventure Comedy Family Fantasy,https://www.warnerbros.com/charlie-and-chocolate-factory,,london england father son relationship chocolate factory worker based on novel,en,Charlie and the Chocolate Factory,53.905592,13-07-2005,474968763,115,Released,Willy Wonka is semi-sweet and nuts.,Charlie and the Chocolate Factory,6.7,3624,Johnny Depp Freddie Highmore David Kelly AnnaSophia Robb Julia Winter,Tim Burton,44
118,150000000,Animation Comedy Family Fantasy,http://disney.go.com/disneypictures/ratatouille/,2062,paris brother brother relationship expensive restaurant river cook,en,Ratatouille,65.677399,22-06-2007,623722818,111,Released,He's dying to become a chef.,Ratatouille,7.5,4369,Patton Oswalt Ian Holm Lou Romano Brian Dennehy Peter Sohn,Jan Pinkava,37
119,150000000,Action Crime Drama,http://www2.warnerbros.com/batmanbegins/index.html,272,himalaya martial arts dc comics crime fighter secret identity,en,Batman Begins,115.040024,10-06-2005,374218673,140,Released,Evil fears the knight.,Batman Begins,7.5,7359,Christian Bale Michael Caine Liam Neeson Katie Holmes Gary Oldman,Christopher Nolan,46
120,150000000,Family Animation,http://www.madagascar-themovie.com,10527,africa jealousy dance hunger lion,en,Madagascar: Escape 2 Africa,44.141021,30-10-2008,603900354,89,Released,Still together. Still lost!,Madagascar: Escape 2 Africa,6.2,1810,Ben Stiller Jada Pinkett Smith David Schwimmer Chris Rock Cedric the Entertainer,Eric Darnell,
121,150000000,Adventure Fantasy Action Comedy Family,http://www.nightatthemuseummovie.com,18360,museum theodore roosevelt duringcreditsstinger amelia earhart smithsonian,en,Night at the Museum: Battle of the Smithsonian,81.781591,20-05-2009,413106170,105,Released,When the lights go off the battle is on.,Night at the Museum: Battle of the Smithsonian,5.9,1971,Ben Stiller Amy Adams Owen Wilson Hank Azaria Robin Williams,Shawn Levy,39
122,150000000,Adventure Action Thriller Science Fiction,http://www.x-menorigins.com/,2080,corruption mutant boxer army marvel comic,en,X-Men Origins: Wolverine,5.954334,28-04-2009,373062864,107,Released,Witness the Origin.,X-Men Origins: Wolverine,6.2,4021,Hugh Jackman Liev Schreiber Danny Huston Lynn Collins Ryan Reynolds,Gavin Hood,33
123,150000000,Adventure Action Thriller Science Fiction,,605,saving the world artificial intelligence man vs machine flying philosophy,en,The Matrix Revolutions,73.313918,05-11-2003,424988211,129,Released,Everything that has a beginning has an end.,The Matrix Revolutions,6.4,3096,Keanu Reeves Laurence Fishburne Carrie-Anne Moss Hugo Weaving Mary Alice,Lilly Wachowski,27
124,150000000,Animation Adventure Family,http://movies.disney.com/frozen,109445,queen musical princess betrayal snowman,en,Frozen,165.125366,27-11-2013,1274219009,102,Released,Only the act of true love will thaw a frozen heart.,Frozen,7.3,5295,Kristen Bell Idina Menzel Jonathan Groff Josh Gad Santino Fontana,Chris Buck,26
125,150000000,Adventure Action Thriller Science Fiction,,604,saving the world artificial intelligence man vs machine martial arts kung fu,en,The Matrix Reloaded,70.78591,15-05-2003,738599701,138,Released,Free your mind.,The Matrix Reloaded,6.7,3443,Keanu Reeves Carrie-Anne Moss Laurence Fishburne Hugo Weaving Helmut Bakaitis,Lilly Wachowski,1
126,170000000,Action Adventure Fantasy,http://marvel.com/thor,76338,marvel comic superhero based on comic book hostile takeover norse mythology,en,Thor: The Dark World,99.499595,29-10-2013,644571402,112,Released,Delve into the darkness,Thor: The Dark World,6.8,4755,Chris Hemsworth Natalie Portman Tom Hiddleston Anthony Hopkins Christopher Eccleston,Alan Taylor,18
127,150000000,Action Adventure Science Fiction Thriller,http://www.madmaxmovie.com/,76341,future chase post-apocalyptic dystopia australia,en,Mad Max: Fury Road,434.278564,13-05-2015,378858340,120,Released,What a Lovely Day.,Mad Max: Fury Road,7.2,9427,Tom Hardy Charlize Theron Nicholas Hoult Hugh Keays-Byrne Josh Helman,George Miller,27
128,150000000,Thriller Mystery,http://www.angelsanddemons.com/,13448,rome vatican based on novel symbolism christian,en,Angels & Demons,67.447636,13-05-2009,356613439,138,Released,,Angels & Demons,6.5,2129,Tom Hanks Ewan McGregor Ayelet Zurer Stellan Skarsg\u00e5rd Pierfrancesco Favino,Ron Howard,36
129,150000000,Adventure Fantasy Action,http://thor.marvel.com/,10195,new mexico banishment shield marvel comic hammer,en,Thor,86.493424,21-04-2011,449326618,115,Released,Two worlds. One hero.,Thor,6.6,6525,Chris Hemsworth Natalie Portman Tom Hiddleston Anthony Hopkins Stellan Skarsg\u00e5rd,Kenneth Branagh,3
